Key,Time(2025-04-22),mask,F8P
1745273584,06:13:04,1,38
1745273585,06:13:05,1,38
1745273586,06:13:06,1,38
1745273587,06:13:07,1,38
1745273588,06:13:08,1,38
1745273589,06:13:09,1,38
1745273590,06:13:10,1,38
1745273591,06:13:11,1,38
1745273592,06:13:12,1,38
1745273593,06:13:13,1,38
1745273594,06:13:14,1,38
1745273595,06:13:15,1,38
1745273596,06:13:16,1,38
1745273597,06:13:17,1,38
1745273598,06:13:18,1,38
1745273599,06:13:19,1,38
1745273600,06:13:20,1,38
1745273601,06:13:21,1,38
1745273602,06:13:22,1,38
1745273603,06:13:23,1,38
1745273604,06:13:24,1,38
1745273605,06:13:25,1,38
1745273606,06:13:26,1,38
1745273607,06:13:27,1,38
1745273608,06:13:28,1,38
1745273609,06:13:29,1,38
1745273610,06:13:30,1,38
1745273611,06:13:31,1,38
1745273612,06:13:32,1,38
1745273613,06:13:33,1,38
1745273614,06:13:34,1,38
1745273615,06:13:35,1,38
1745273616,06:13:36,1,38
1745273617,06:13:37,1,38
1745273618,06:13:38,1,38
1745273619,06:13:39,1,38
1745273620,06:13:40,1,38
1745273621,06:13:41,1,38
1745273622,06:13:42,1,38
1745273623,06:13:43,1,39
1745273624,06:13:44,1,38
1745273625,06:13:45,1,39
1745273626,06:13:46,1,38
1745273627,06:13:47,1,39
1745273628,06:13:48,1,38
1745273629,06:13:49,1,38
1745273630,06:13:50,1,38
1745273631,06:13:51,1,38
1745273632,06:13:52,1,38
1745273633,06:13:53,1,38
1745273634,06:13:54,1,38
1745273635,06:13:55,1,38
1745273636,06:13:56,1,38
1745273637,06:13:57,1,38
1745273638,06:13:58,1,38
1745273639,06:13:59,1,38
1745273640,06:14:00,1,38
1745273641,06:14:01,1,38
1745273642,06:14:02,1,39
1745273643,06:14:03,1,39
1745273644,06:14:04,1,39
1745273645,06:14:05,1,39
1745273646,06:14:06,1,38
1745273647,06:14:07,1,38
1745273648,06:14:08,1,38
1745273649,06:14:09,1,38
1745273650,06:14:10,1,38
1745273651,06:14:11,1,38
1745273652,06:14:12,1,38
1745273653,06:14:13,1,38
1745273654,06:14:14,1,40
1745273655,06:14:15,1,40
1745273656,06:14:16,1,40
1745273657,06:14:17,1,38
1745273658,06:14:18,1,38
1745273659,06:14:19,1,38
1745273660,06:14:20,1,38
1745273661,06:14:21,1,39
1745273662,06:14:22,1,39
1745273663,06:14:23,1,39
1745273664,06:14:24,1,39
1745273665,06:14:25,1,39
1745273666,06:14:26,1,39
1745273667,06:14:27,1,39
1745273668,06:14:28,1,39
1745273669,06:14:29,1,39
1745273670,06:14:30,1,39
1745273671,06:14:31,1,39
1745273672,06:14:32,1,38
1745273673,06:14:33,1,38
1745273674,06:14:34,1,38
1745273675,06:14:35,1,38
1745273676,06:14:36,1,39
1745273677,06:14:37,1,39
1745273678,06:14:38,1,39
1745273679,06:14:39,1,39
1745273680,06:14:40,1,39
1745273681,06:14:41,1,39
1745273682,06:14:42,1,39
1745273683,06:14:43,1,39
1745273684,06:14:44,1,39
1745273685,06:14:45,1,39
1745273686,06:14:46,1,39
1745273687,06:14:47,1,39
1745273688,06:14:48,1,39
1745273689,06:14:49,1,39
1745273690,06:14:50,1,39
1745273691,06:14:51,1,39
1745273692,06:14:52,1,39
1745273693,06:14:53,1,39
1745273694,06:14:54,1,39
1745273695,06:14:55,1,38
1745273696,06:14:56,1,39
1745273697,06:14:57,1,39
1745273698,06:14:58,1,39
1745273699,06:14:59,1,39
1745273700,06:15:00,1,39
1745273701,06:15:01,1,40
1745273702,06:15:02,1,40
1745273703,06:15:03,1,39
1745273704,06:15:04,1,40
1745273705,06:15:05,1,40
1745273706,06:15:06,1,40
1745273707,06:15:07,1,40
1745273708,06:15:08,1,40
1745273709,06:15:09,1,40
1745273710,06:15:10,1,40
1745273711,06:15:11,1,40
1745273712,06:15:12,1,40
1745273713,06:15:13,1,40
1745273714,06:15:14,1,40
1745273715,06:15:15,1,40
1745273716,06:15:16,1,40
1745273717,06:15:17,1,39
1745273718,06:15:18,1,39
1745273719,06:15:19,1,39
1745273720,06:15:20,1,39
1745273721,06:15:21,1,39
1745273722,06:15:22,1,39
1745273723,06:15:23,1,39
1745273724,06:15:24,1,39
1745273725,06:15:25,1,39
1745273726,06:15:26,1,39
1745273727,06:15:27,1,39
1745273728,06:15:28,1,39
1745273729,06:15:29,1,39
1745273730,06:15:30,1,39
1745273731,06:15:31,1,39
1745273732,06:15:32,1,39
1745273733,06:15:33,1,38
1745273734,06:15:34,1,38
1745273735,06:15:35,1,38
1745273736,06:15:36,1,38
1745273737,06:15:37,1,38
1745273738,06:15:38,1,38
1745273739,06:15:39,1,39
1745273740,06:15:40,1,39
1745273741,06:15:41,1,39
1745273742,06:15:42,1,39
1745273743,06:15:43,1,39
1745273744,06:15:44,1,40
1745273745,06:15:45,1,40
1745273746,06:15:46,1,39
1745273747,06:15:47,1,39
1745273748,06:15:48,1,39
1745273749,06:15:49,1,39
1745273750,06:15:50,1,39
1745273751,06:15:51,1,39
1745273752,06:15:52,1,39
1745273753,06:15:53,1,39
1745273754,06:15:54,1,39
1745273755,06:15:55,1,39
1745273756,06:15:56,1,38
1745273757,06:15:57,1,39
1745273758,06:15:58,1,38
1745273759,06:15:59,1,38
1745273760,06:16:00,1,38
1745273761,06:16:01,1,39
1745273762,06:16:02,1,39
1745273763,06:16:03,1,39
1745273764,06:16:04,1,39
1745273765,06:16:05,1,39
1745273766,06:16:06,1,39
1745273767,06:16:07,1,39
1745273768,06:16:08,1,39
1745273769,06:16:09,1,39
1745273770,06:16:10,1,39
1745273771,06:16:11,1,39
1745273772,06:16:12,1,39
1745273773,06:16:13,1,39
1745273774,06:16:14,1,39
1745273775,06:16:15,1,39
1745273776,06:16:16,1,38
1745273777,06:16:17,1,38
1745273778,06:16:18,1,38
1745273779,06:16:19,1,39
1745273780,06:16:20,1,39
1745273781,06:16:21,1,39
1745273782,06:16:22,1,39
1745273783,06:16:23,1,39
1745273784,06:16:24,1,39
1745273785,06:16:25,1,39
1745273786,06:16:26,1,39
1745273787,06:16:27,1,39
1745273788,06:16:28,1,39
1745273789,06:16:29,1,39
1745273790,06:16:30,1,39
1745273791,06:16:31,1,39
1745273792,06:16:32,1,39
1745273793,06:16:33,1,39
1745273794,06:16:34,1,39
1745273795,06:16:35,1,39
1745273796,06:16:36,1,38
1745273797,06:16:37,1,38
1745273798,06:16:38,1,38
1745273799,06:16:39,1,38
1745273800,06:16:40,1,38
1745273801,06:16:41,1,38
1745273802,06:16:42,1,38
1745273803,06:16:43,1,38
1745273804,06:16:44,1,38
1745273805,06:16:45,1,38
1745273806,06:16:46,1,38
1745273807,06:16:47,1,38
1745273808,06:16:48,1,38
1745273809,06:16:49,1,38
1745273810,06:16:50,1,38
1745273811,06:16:51,1,38
1745273812,06:16:52,1,38
1745273813,06:16:53,1,38
1745273814,06:16:54,1,38
1745273815,06:16:55,1,38
1745273816,06:16:56,1,38
1745273817,06:16:57,1,38
1745273818,06:16:58,1,39
1745273819,06:16:59,1,38
1745273820,06:17:00,1,38
1745273821,06:17:01,1,39
1745273822,06:17:02,1,38
1745273823,06:17:03,1,38
1745273824,06:17:04,1,38
1745273825,06:17:05,1,39
1745273826,06:17:06,1,39
1745273827,06:17:07,1,39
1745273828,06:17:08,1,38
1745273829,06:17:09,1,38
1745273830,06:17:10,1,38
1745273831,06:17:11,1,38
1745273832,06:17:12,1,38
1745273833,06:17:13,1,38
1745273834,06:17:14,1,38
1745273835,06:17:15,1,38
1745273836,06:17:16,1,38
1745273837,06:17:17,1,38
1745273838,06:17:18,1,38
1745273839,06:17:19,1,38
1745273840,06:17:20,1,38
1745273841,06:17:21,1,38
1745273842,06:17:22,1,38
1745273843,06:17:23,1,38
1745273844,06:17:24,1,38
1745273845,06:17:25,1,38
1745273846,06:17:26,1,38
1745273847,06:17:27,1,38
1745273848,06:17:28,1,38
1745273849,06:17:29,1,38
1745273850,06:17:30,1,38
1745273851,06:17:31,1,38
1745273852,06:17:32,1,38
1745273853,06:17:33,1,38
1745273854,06:17:34,1,38
1745273855,06:17:35,1,38
